id_usuario,nombres,apellidos,tipo_documento,numero_documento,correo,telefono,celular,estado_usuario,id_rol,id_detalle_residente,propietario,apartamento,torre,residente_activo,id_reserva,hora_inicio,hora_fin,estado_reserva,fecha_uso,observacion_reserva,forma_pago,valor_pago,placa,tipo_vehiculo,vehiculo_activo,documentos_vehiculo,id_parqueadero,numero_parqueadero,comunal,estado_parqueadero,id_sorteo,tipo_residente_propietario,fecha_inicio_sorteo,hora_sorteo,estado_sorteo,id_correspondencia,tipo_correspondencia,descripcion_correspondencia,fecha_registro,id_paquete,torre_paquete,apartamento_paquete,descripcion_paquete,fecha_recepcion,fecha_entrega,id_novedad,descripcion_novedad,fecha_novedad,observacion_extra1,observacion_extra2
243,Carlos,García,CC,3110655,carlos.garcía@mail.com,3718282724,3256626361,Activo,2,243,True,393,17,False,243,22:00:34,00:00:34,Aprobada,2025-12-02,Observación ejemplo,Efectivo,319836.06,XYZ803,Carro,True,False,243,35,False,True,243,True,2025-12-25,22:00:34,True,243,Recibo,Descripción ejemplo,2025-10-26 22:00:34.061387,243,8,315,Paquete ejemplo,2025-11-18 22:00:34.061391,2025-11-20 22:00:34.061391,243,Novedad ejemplo,2025-11-14 22:00:34.061400,Obs extra 1,Obs extra 2
244,Diego,Rodríguez,CC,2522815,diego.rodríguez@mail.com,3540463057,3779161685,Activo,3,244,True,238,18,False,244,22:00:34,00:00:34,Aprobada,2025-12-05,Observación ejemplo,Transferencia,408300.13,ABC507,Carro,True,False,244,75,False,False,244,False,2025-12-22,22:00:34,True,244,Recibo,Descripción ejemplo,2025-11-09 22:00:34.061479,244,18,489,Paquete ejemplo,2025-11-13 22:00:34.061481,2025-11-14 22:00:34.061481,244,Novedad ejemplo,2025-11-08 22:00:34.061484,Obs extra 1,Obs extra 2
245,Laura,Rodríguez,TI,2558463,laura.rodríguez@mail.com,3268505802,3195203097,Activo,1,245,False,135,9,True,245,22:00:34,00:00:34,Rechazada,2025-11-27,Observación ejemplo,Transferencia,80192.19,ABC634,Moto,True,True,245,13,False,False,245,False,2025-11-22,22:00:34,False,245,Recibo,Descripción ejemplo,2025-11-15 22:00:34.061517,245,6,329,Paquete ejemplo,2025-11-14 22:00:34.061518,2025-11-16 22:00:34.061518,245,Novedad ejemplo,2025-11-07 22:00:34.061522,Obs extra 1,Obs extra 2
246,Laura,Torres,TI,6240183,laura.torres@mail.com,3553811254,3138570789,Inactivo,2,246,True,414,15,False,246,22:00:34,00:00:34,Aprobada,2025-12-03,Observación ejemplo,Transferencia,117357.79,ABC821,Moto,True,False,246,64,False,False,246,False,2025-12-01,22:00:34,False,246,Recibo,Descripción ejemplo,2025-10-22 22:00:34.061568,246,1,447,Paquete ejemplo,2025-11-15 22:00:34.061570,2025-11-19 22:00:34.061570,246,Novedad ejemplo,2025-11-05 22:00:34.061574,Obs extra 1,Obs extra 2
247,Laura,Rodríguez,CE,4229579,laura.rodríguez@mail.com,3178881397,3871724293,Inactivo,3,247,False,351,14,False,247,22:00:34,00:00:34,En espera,2025-11-23,Observación ejemplo,Transferencia,406509.82,GHI448,Moto,True,False,247,65,False,True,247,False,2025-12-16,22:00:34,False,247,Recibo,Descripción ejemplo,2025-11-15 22:00:34.061605,247,9,171,Paquete ejemplo,2025-11-18 22:00:34.061607,2025-11-21 22:00:34.061607,247,Novedad ejemplo,2025-11-12 22:00:34.061610,Obs extra 1,Obs extra 2
248,Laura,Torres,CE,1888244,laura.torres@mail.com,3495371784,3225380997,Inactivo,1,248,True,398,2,False,248,22:00:34,00:00:34,Rechazada,2025-12-07,Observación ejemplo,Efectivo,212011.7,ABC919,Carro,True,True,248,41,False,False,248,,2025-12-29,22:00:34,True,248,Recibo,Descripción ejemplo,2025-11-04 22:00:34.061639,248,20,470,Paquete ejemplo,2025-11-19 22:00:34.061641,2025-11-23 22:00:34.061641,248,Novedad ejemplo,2025-11-20 22:00:34.061644,Obs extra 1,Obs extra 2
249,María,Rodríguez,CC,2008782,maría.rodríguez@mail.com,3418888950,3579902355,Inactivo,2,249,False,203,10,False,249,22:00:34,00:00:34,Aprobada,2025-11-21,Observación ejemplo,Efectivo,465303.7,GHI458,Carro,False,True,249,97,True,False,249,False,2025-12-02,22:00:34,False,249,Recibo,Descripción ejemplo,2025-10-22 22:00:34.061674,249,2,339,Paquete ejemplo,2025-11-11 22:00:34.061676,2025-11-16 22:00:34.061676,249,Novedad ejemplo,2025-11-18 22:00:34.061679,Obs extra 1,Obs extra 2
250,Juan,Gómez,CC,7227959,juan.gómez@mail.com,3177658214,3578874035,Inactivo,3,250,True,409,9,False,250,22:00:34,00:00:34,En espera,2025-12-14,Observación ejemplo,Efectivo,319533.9,ABC268,Moto,False,True,250,82,False,True,250,False,2025-12-18,22:00:34,True,250,Recibo,Descripción ejemplo,2025-10-23 22:00:34.061753,250,20,500,Paquete ejemplo,2025-11-16 22:00:34.061755,2025-11-18 22:00:34.061755,250,Novedad ejemplo,2025-11-15 22:00:34.061758,Obs extra 1,Obs extra 2
251,Sofía,Gómez,CC,7291510,sofía.gómez@mail.com,3531265596,3706610207,Activo,3,251,True,487,1,True,251,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Transferencia,300417.52,DEF353,Moto,True,True,251,58,True,True,251,False,2026-01-03,22:00:34,True,251,Recibo,Descripción ejemplo,2025-11-10 22:00:34.061795,251,5,200,Paquete ejemplo,2025-11-13 22:00:34.061797,2025-11-15 22:00:34.061797,251,Novedad ejemplo,2025-11-17 22:00:34.061801,Obs extra 1,Obs extra 2
252,Valentina,Hernández,Pasaporte,2166233,valentina.hernández@mail.com,3781210393,3757650063,Activo,3,252,True,187,3,True,252,22:00:34,00:00:34,Aprobada,2025-12-14,Observación ejemplo,Transferencia,196849.65,ABC911,Moto,False,False,252,27,False,True,252,True,2026-01-09,22:00:34,False,252,Recibo,Descripción ejemplo,2025-11-15 22:00:34.061831,252,19,396,Paquete ejemplo,2025-11-15 22:00:34.061842,2025-11-16 22:00:34.061842,252,Novedad ejemplo,2025-11-08 22:00:34.061849,Obs extra 1,Obs extra 2
253,Pedro,Rodríguez,CE,7866042,pedro.rodríguez@mail.com,3504031539,3811387700,Inactivo,2,253,True,190,3,False,253,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Transferencia,125181.48,GHI617,Moto,False,True,253,51,True,True,253,True,2025-12-10,22:00:34,False,253,Recibo,Descripción ejemplo,2025-10-29 22:00:34.061881,253,17,216,Paquete ejemplo,2025-11-17 22:00:34.061883,2025-11-21 22:00:34.061883,253,Novedad ejemplo,2025-11-05 22:00:34.061887,Obs extra 1,Obs extra 2
254,Ana,López,Pasaporte,2700765,ana.lópez@mail.com,3442239740,3716996025,Activo,1,254,False,302,8,True,254,22:00:34,00:00:34,Rechazada,2025-11-27,Observación ejemplo,Transferencia,54198.85,DEF856,Carro,False,False,254,1,True,True,254,,2026-01-03,22:00:34,True,254,Recibo,Descripción ejemplo,2025-11-07 22:00:34.061916,254,4,346,Paquete ejemplo,2025-11-18 22:00:34.061918,2025-11-22 22:00:34.061918,254,Novedad ejemplo,2025-11-15 22:00:34.061921,Obs extra 1,Obs extra 2
255,Valentina,Vargas,TI,1593759,valentina.vargas@mail.com,3771799672,3713349992,Inactivo,3,255,False,501,17,False,255,22:00:34,00:00:34,Rechazada,2025-12-14,Observación ejemplo,Efectivo,204444.73,DEF580,Carro,False,False,255,22,False,True,255,False,2025-12-28,22:00:34,False,255,Recibo,Descripción ejemplo,2025-11-01 22:00:34.061952,255,14,419,Paquete ejemplo,2025-11-12 22:00:34.061959,2025-11-16 22:00:34.061959,255,Novedad ejemplo,2025-11-15 22:00:34.061965,Obs extra 1,Obs extra 2
256,Juan,García,Pasaporte,5124345,juan.garcía@mail.com,3832351103,3293311377,Inactivo,2,256,True,362,6,False,256,22:00:34,00:00:34,Aprobada,2025-12-12,Observación ejemplo,Transferencia,303822.82,ABC528,Carro,True,False,256,18,False,False,256,,2026-01-06,22:00:34,True,256,Recibo,Descripción ejemplo,2025-10-28 22:00:34.062008,256,12,157,Paquete ejemplo,2025-11-19 22:00:34.062011,2025-11-23 22:00:34.062011,256,Novedad ejemplo,2025-11-08 22:00:34.062015,Obs extra 1,Obs extra 2
257,Carlos,Gómez,CC,2717614,carlos.gómez@mail.com,3809766022,3323160501,Inactivo,2,257,False,427,1,True,257,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Efectivo,377418.46,ABC769,Carro,False,False,257,67,False,False,257,True,2025-11-25,22:00:34,False,257,Recibo,Descripción ejemplo,2025-10-30 22:00:34.062045,257,4,495,Paquete ejemplo,2025-11-15 22:00:34.062047,2025-11-16 22:00:34.062047,257,Novedad ejemplo,2025-11-18 22:00:34.062050,Obs extra 1,Obs extra 2
258,Valentina,Pérez,CE,2701060,valentina.pérez@mail.com,3452331886,3120493273,Inactivo,1,258,False,127,16,False,258,22:00:34,00:00:34,Aprobada,2025-11-24,Observación ejemplo,Transferencia,112144.22,GHI457,Carro,True,True,258,8,False,True,258,False,2025-11-29,22:00:34,False,258,Recibo,Descripción ejemplo,2025-11-02 22:00:34.062081,258,20,481,Paquete ejemplo,2025-11-17 22:00:34.062082,2025-11-22 22:00:34.062082,258,Novedad ejemplo,2025-11-19 22:00:34.062086,Obs extra 1,Obs extra 2
259,Juan,Ramírez,CC,2898459,juan.ramírez@mail.com,3753321995,3250834946,Activo,2,259,False,290,11,True,259,22:00:34,00:00:34,En espera,2025-12-08,Observación ejemplo,Efectivo,140800.73,XYZ961,Moto,False,False,259,47,False,False,259,True,2025-12-21,22:00:34,True,259,Recibo,Descripción ejemplo,2025-10-31 22:00:34.062115,259,4,104,Paquete ejemplo,2025-11-14 22:00:34.062117,2025-11-18 22:00:34.062117,259,Novedad ejemplo,2025-11-10 22:00:34.062120,Obs extra 1,Obs extra 2
260,María,Torres,Pasaporte,2393734,maría.torres@mail.com,3390617329,3911452409,Activo,2,260,True,448,19,False,260,22:00:34,00:00:34,Rechazada,2025-12-03,Observación ejemplo,Efectivo,486557.81,ABC185,Carro,False,False,260,12,False,True,260,True,2026-01-19,22:00:34,True,260,Recibo,Descripción ejemplo,2025-10-25 22:00:34.062152,260,10,361,Paquete ejemplo,2025-11-14 22:00:34.062154,2025-11-16 22:00:34.062154,260,Novedad ejemplo,2025-11-07 22:00:34.062158,Obs extra 1,Obs extra 2
261,Valentina,Torres,TI,3161073,valentina.torres@mail.com,3109625769,3701045921,Inactivo,2,261,False,401,15,False,261,22:00:34,00:00:34,En espera,2025-12-11,Observación ejemplo,Efectivo,303449.04,XYZ310,Carro,False,True,261,82,True,True,261,False,2025-12-28,22:00:34,True,261,Recibo,Descripción ejemplo,2025-10-24 22:00:34.062224,261,5,453,Paquete ejemplo,2025-11-16 22:00:34.062226,2025-11-17 22:00:34.062226,261,Novedad ejemplo,2025-11-06 22:00:34.062229,Obs extra 1,Obs extra 2
262,Laura,Gómez,CE,6820990,laura.gómez@mail.com,3174475466,3984546200,Activo,3,262,True,155,11,True,262,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Efectivo,180084.62,ABC682,Moto,True,True,262,38,False,False,262,,2026-01-18,22:00:34,False,262,Recibo,Descripción ejemplo,2025-10-28 22:00:34.062264,262,20,301,Paquete ejemplo,2025-11-15 22:00:34.062266,2025-11-20 22:00:34.062266,262,Novedad ejemplo,2025-11-09 22:00:34.062269,Obs extra 1,Obs extra 2
263,Luis,Rodríguez,CE,7772311,luis.rodríguez@mail.com,3849676684,3688263389,Activo,2,263,True,243,1,True,263,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Transferencia,182657.88,ABC539,Carro,False,False,263,59,True,False,263,,2025-12-23,22:00:34,True,263,Recibo,Descripción ejemplo,2025-10-29 22:00:34.062300,263,11,240,Paquete ejemplo,2025-11-13 22:00:34.062302,2025-11-16 22:00:34.062302,263,Novedad ejemplo,2025-11-13 22:00:34.062305,Obs extra 1,Obs extra 2
264,María,Gómez,CC,9395519,maría.gómez@mail.com,3707052463,3299408995,Activo,2,264,True,477,1,True,264,22:00:34,00:00:34,Aprobada,2025-12-18,Observación ejemplo,Efectivo,236997.5,GHI934,Moto,True,False,264,39,False,False,264,True,2026-01-07,22:00:34,True,264,Recibo,Descripción ejemplo,2025-11-03 22:00:34.062334,264,11,415,Paquete ejemplo,2025-11-10 22:00:34.062336,2025-11-15 22:00:34.062336,264,Novedad ejemplo,2025-11-13 22:00:34.062339,Obs extra 1,Obs extra 2
265,Carlos,Pérez,CE,7212554,carlos.pérez@mail.com,3494938710,3267384471,Activo,2,265,True,257,14,True,265,22:00:34,00:00:34,Aprobada,2025-12-17,Observación ejemplo,Transferencia,415889.41,ABC243,Carro,False,True,265,21,True,False,265,False,2026-01-08,22:00:34,True,265,Recibo,Descripción ejemplo,2025-11-09 22:00:34.062368,265,19,294,Paquete ejemplo,2025-11-19 22:00:34.062370,2025-11-21 22:00:34.062370,265,Novedad ejemplo,2025-11-05 22:00:34.062373,Obs extra 1,Obs extra 2
266,Sofía,Vargas,CE,9548241,sofía.vargas@mail.com,3653023816,3445331899,Activo,2,266,False,456,19,True,266,22:00:34,00:00:34,Rechazada,2025-12-05,Observación ejemplo,Transferencia,400030.56,ABC889,Moto,True,False,266,53,False,True,266,True,2025-12-04,22:00:34,False,266,Recibo,Descripción ejemplo,2025-11-01 22:00:34.062406,266,12,151,Paquete ejemplo,2025-11-10 22:00:34.062407,2025-11-13 22:00:34.062407,266,Novedad ejemplo,2025-11-13 22:00:34.062411,Obs extra 1,Obs extra 2
267,Luis,Ramírez,CC,9378131,luis.ramírez@mail.com,3185443721,3774832050,Inactivo,2,267,False,267,11,False,267,22:00:34,00:00:34,En espera,2025-12-09,Observación ejemplo,Transferencia,395620.67,DEF746,Carro,False,False,267,52,True,True,267,,2025-12-12,22:00:34,True,267,Recibo,Descripción ejemplo,2025-10-31 22:00:34.062442,267,12,501,Paquete ejemplo,2025-11-18 22:00:34.062449,2025-11-21 22:00:34.062449,267,Novedad ejemplo,2025-11-14 22:00:34.062455,Obs extra 1,Obs extra 2
268,Juan,Gómez,CC,6675315,juan.gómez@mail.com,3571635720,3924072087,Activo,2,268,False,370,6,True,268,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Efectivo,173702.3,DEF508,Moto,False,True,268,94,True,True,268,False,2026-01-16,22:00:34,True,268,Recibo,Descripción ejemplo,2025-10-23 22:00:34.062522,268,2,177,Paquete ejemplo,2025-11-11 22:00:34.062526,2025-11-15 22:00:34.062526,268,Novedad ejemplo,2025-11-09 22:00:34.062530,Obs extra 1,Obs extra 2
269,Diego,García,CE,5553221,diego.garcía@mail.com,3214176813,3797659333,Inactivo,3,269,False,413,11,False,269,22:00:34,00:00:34,Aprobada,2025-11-27,Observación ejemplo,Efectivo,372716.05,XYZ784,Moto,True,True,269,68,True,False,269,,2025-12-27,22:00:34,False,269,Recibo,Descripción ejemplo,2025-11-07 22:00:34.062565,269,15,501,Paquete ejemplo,2025-11-17 22:00:34.062567,2025-11-20 22:00:34.062567,269,Novedad ejemplo,2025-11-15 22:00:34.062570,Obs extra 1,Obs extra 2
270,Laura,Gómez,CC,4221296,laura.gómez@mail.com,3392524025,3118591981,Activo,2,270,True,265,12,True,270,22:00:34,00:00:34,Aprobada,2025-11-29,Observación ejemplo,Efectivo,293841.73,XYZ774,Carro,False,True,270,33,True,True,270,,2025-12-31,22:00:34,True,270,Recibo,Descripción ejemplo,2025-10-21 22:00:34.062601,270,11,232,Paquete ejemplo,2025-11-17 22:00:34.062603,2025-11-20 22:00:34.062603,270,Novedad ejemplo,2025-11-09 22:00:34.062606,Obs extra 1,Obs extra 2
271,Sofía,Ramírez,TI,8641154,sofía.ramírez@mail.com,3714855291,3872348191,Activo,1,271,False,402,12,False,271,22:00:34,00:00:34,En espera,2025-11-29,Observación ejemplo,Transferencia,445758.29,ABC720,Carro,True,False,271,20,True,False,271,,2025-12-13,22:00:34,False,271,Recibo,Descripción ejemplo,2025-11-02 22:00:34.062642,271,9,478,Paquete ejemplo,2025-11-17 22:00:34.062644,2025-11-22 22:00:34.062644,271,Novedad ejemplo,2025-11-09 22:00:34.062647,Obs extra 1,Obs extra 2
272,Juan,Rodríguez,Pasaporte,8093193,juan.rodríguez@mail.com,3643662400,3942881808,Inactivo,3,272,False,367,14,True,272,22:00:34,00:00:34,Aprobada,2025-12-01,Observación ejemplo,Efectivo,152537.3,XYZ172,Carro,False,True,272,63,True,True,272,False,2025-12-13,22:00:34,False,272,Recibo,Descripción ejemplo,2025-10-27 22:00:34.062677,272,19,244,Paquete ejemplo,2025-11-12 22:00:34.062679,2025-11-17 22:00:34.062679,272,Novedad ejemplo,2025-11-06 22:00:34.062683,Obs extra 1,Obs extra 2
273,Sofía,Torres,Pasaporte,5468524,sofía.torres@mail.com,3128781403,3200087939,Inactivo,3,273,False,394,8,True,273,22:00:34,00:00:34,En espera,2025-11-27,Observación ejemplo,Transferencia,399257.64,DEF343,Moto,True,True,273,12,False,False,273,False,2026-01-19,22:00:34,False,273,Recibo,Descripción ejemplo,2025-11-17 22:00:34.062713,273,2,337,Paquete ejemplo,2025-11-11 22:00:34.062715,2025-11-16 22:00:34.062715,273,Novedad ejemplo,2025-11-11 22:00:34.062718,Obs extra 1,Obs extra 2
274,Pedro,Gómez,CC,5580420,pedro.gómez@mail.com,3349158906,3299915041,Activo,1,274,False,287,12,True,274,22:00:34,00:00:34,Rechazada,2025-12-11,Observación ejemplo,Transferencia,350611.21,ABC386,Moto,False,True,274,7,True,False,274,True,2025-11-23,22:00:34,False,274,Recibo,Descripción ejemplo,2025-10-30 22:00:34.062747,274,20,371,Paquete ejemplo,2025-11-13 22:00:34.062749,2025-11-16 22:00:34.062749,274,Novedad ejemplo,2025-11-17 22:00:34.062752,Obs extra 1,Obs extra 2
275,Juan,Pérez,CE,8570519,juan.pérez@mail.com,3323800169,3819590819,Activo,2,275,True,340,7,False,275,22:00:34,00:00:34,En espera,2025-11-30,Observación ejemplo,Efectivo,52476.1,GHI817,Moto,True,True,275,39,True,False,275,False,2025-12-04,22:00:34,True,275,Recibo,Descripción ejemplo,2025-10-26 22:00:34.062781,275,16,365,Paquete ejemplo,2025-11-15 22:00:34.062783,2025-11-20 22:00:34.062783,275,Novedad ejemplo,2025-11-08 22:00:34.062786,Obs extra 1,Obs extra 2
276,Carlos,Hernández,Pasaporte,2831873,carlos.hernández@mail.com,3269410206,3799752228,Inactivo,2,276,False,395,12,False,276,22:00:34,00:00:34,Rechazada,2025-12-20,Observación ejemplo,Efectivo,182401.56,XYZ959,Carro,False,False,276,71,True,True,276,True,2025-12-16,22:00:34,True,276,Recibo,Descripción ejemplo,2025-11-10 22:00:34.062815,276,6,365,Paquete ejemplo,2025-11-13 22:00:34.062817,2025-11-16 22:00:34.062817,276,Novedad ejemplo,2025-11-16 22:00:34.062820,Obs extra 1,Obs extra 2
277,Diego,Torres,Pasaporte,8493352,diego.torres@mail.com,3801194627,3896566719,Inactivo,2,277,False,130,16,False,277,22:00:34,00:00:34,En espera,2025-12-13,Observación ejemplo,Efectivo,458945.59,ABC135,Carro,False,True,277,34,False,False,277,False,2025-12-22,22:00:34,True,277,Recibo,Descripción ejemplo,2025-11-02 22:00:34.062870,277,18,140,Paquete ejemplo,2025-11-19 22:00:34.062871,2025-11-23 22:00:34.062871,277,Novedad ejemplo,2025-11-08 22:00:34.062875,Obs extra 1,Obs extra 2
278,Luis,López,CE,8810369,luis.lópez@mail.com,3132254434,3419875411,Inactivo,3,278,True,465,2,False,278,22:00:34,00:00:34,Aprobada,2025-12-16,Observación ejemplo,Transferencia,194100.53,XYZ555,Carro,True,False,278,4,False,True,278,True,2026-01-01,22:00:34,True,278,Recibo,Descripción ejemplo,2025-10-23 22:00:34.062904,278,7,314,Paquete ejemplo,2025-11-18 22:00:34.062906,2025-11-20 22:00:34.062906,278,Novedad ejemplo,2025-11-19 22:00:34.062909,Obs extra 1,Obs extra 2
279,Ana,Torres,CC,3651998,ana.torres@mail.com,3267788260,3475164586,Inactivo,3,279,True,185,20,True,279,22:00:34,00:00:34,En espera,2025-11-28,Observación ejemplo,Transferencia,396498.19,DEF479,Moto,True,True,279,11,False,True,279,,2025-11-27,22:00:34,False,279,Recibo,Descripción ejemplo,2025-10-30 22:00:34.062940,279,19,151,Paquete ejemplo,2025-11-14 22:00:34.062942,2025-11-19 22:00:34.062942,279,Novedad ejemplo,2025-11-16 22:00:34.062945,Obs extra 1,Obs extra 2
280,Juan,Pérez,Pasaporte,1527826,juan.pérez@mail.com,3872378281,3518422760,Inactivo,1,280,True,124,8,True,280,22:00:34,00:00:34,Rechazada,2025-12-15,Observación ejemplo,Transferencia,239009.95,XYZ382,Moto,True,False,280,20,False,False,280,,2025-12-20,22:00:34,False,280,Recibo,Descripción ejemplo,2025-10-27 22:00:34.062974,280,12,369,Paquete ejemplo,2025-11-15 22:00:34.062977,2025-11-17 22:00:34.062977,280,Novedad ejemplo,2025-11-09 22:00:34.062980,Obs extra 1,Obs extra 2
281,Diego,Vargas,CC,5503611,diego.vargas@mail.com,3280665642,3439800173,Inactivo,1,281,False,420,9,True,281,22:00:34,00:00:34,Rechazada,2025-12-15,Observación ejemplo,Transferencia,86081.39,DEF171,Carro,False,False,281,62,True,False,281,,2025-12-20,22:00:34,True,281,Recibo,Descripción ejemplo,2025-11-05 22:00:34.063009,281,13,304,Paquete ejemplo,2025-11-11 22:00:34.063011,2025-11-14 22:00:34.063011,281,Novedad ejemplo,2025-11-18 22:00:34.063014,Obs extra 1,Obs extra 2
282,Sofía,Vargas,Pasaporte,8536593,sofía.vargas@mail.com,3517314711,3271559832,Activo,3,282,True,272,4,False,282,22:00:34,00:00:34,Aprobada,2025-12-17,Observación ejemplo,Transferencia,391367.39,DEF338,Carro,True,True,282,12,False,True,282,,2025-12-20,22:00:34,True,282,Recibo,Descripción ejemplo,2025-11-04 22:00:34.063046,282,11,249,Paquete ejemplo,2025-11-17 22:00:34.063047,2025-11-22 22:00:34.063047,282,Novedad ejemplo,2025-11-12 22:00:34.063051,Obs extra 1,Obs extra 2
283,Ana,Martínez,TI,6406967,ana.martínez@mail.com,3707811153,3637857491,Inactivo,1,283,False,401,17,False,283,22:00:34,00:00:34,En espera,2025-12-08,Observación ejemplo,Efectivo,236041.07,DEF759,Moto,False,True,283,9,False,True,283,True,2025-12-28,22:00:34,False,283,Recibo,Descripción ejemplo,2025-10-23 22:00:34.063120,283,5,217,Paquete ejemplo,2025-11-18 22:00:34.063122,2025-11-22 22:00:34.063122,283,Novedad ejemplo,2025-11-18 22:00:34.063125,Obs extra 1,Obs extra 2
284,Laura,Pérez,CE,4745450,laura.pérez@mail.com,3208408874,3448827762,Activo,3,284,True,307,16,True,284,22:00:34,00:00:34,Aprobada,2025-11-24,Observación ejemplo,Efectivo,227173.85,ABC535,Moto,False,True,284,63,False,True,284,,2025-11-25,22:00:34,True,284,Recibo,Descripción ejemplo,2025-11-07 22:00:34.063155,284,10,243,Paquete ejemplo,2025-11-13 22:00:34.063157,2025-11-15 22:00:34.063157,284,Novedad ejemplo,2025-11-18 22:00:34.063160,Obs extra 1,Obs extra 2
285,Carlos,García,CE,1529851,carlos.garcía@mail.com,3766950428,3750931194,Inactivo,3,285,True,224,10,False,285,22:00:34,00:00:34,Aprobada,2025-12-06,Observación ejemplo,Efectivo,203753.65,DEF165,Carro,False,True,285,40,False,True,285,,2025-12-07,22:00:34,False,285,Recibo,Descripción ejemplo,2025-11-12 22:00:34.063189,285,16,380,Paquete ejemplo,2025-11-14 22:00:34.063191,2025-11-16 22:00:34.063191,285,Novedad ejemplo,2025-11-12 22:00:34.063194,Obs extra 1,Obs extra 2
286,Diego,Torres,CC,2777309,diego.torres@mail.com,3122417309,3462579697,Activo,2,286,True,455,4,False,286,22:00:34,00:00:34,En espera,2025-12-01,Observación ejemplo,Efectivo,231781.64,GHI326,Carro,False,True,286,81,False,False,286,False,2025-12-24,22:00:34,True,286,Recibo,Descripción ejemplo,2025-10-24 22:00:34.063243,286,5,187,Paquete ejemplo,2025-11-13 22:00:34.063245,2025-11-16 22:00:34.063245,286,Novedad ejemplo,2025-11-09 22:00:34.063249,Obs extra 1,Obs extra 2
287,Sofía,López,TI,9891515,sofía.lópez@mail.com,3332935373,3435024509,Inactivo,2,287,False,480,2,False,287,22:00:34,00:00:34,Rechazada,2025-12-02,Observación ejemplo,Efectivo,218863.59,ABC424,Carro,False,True,287,17,False,True,287,,2026-01-15,22:00:34,True,287,Recibo,Descripción ejemplo,2025-11-07 22:00:34.063351,287,7,231,Paquete ejemplo,2025-11-19 22:00:34.063353,2025-11-22 22:00:34.063353,287,Novedad ejemplo,2025-11-10 22:00:34.063356,Obs extra 1,Obs extra 2
288,María,Pérez,CC,9513297,maría.pérez@mail.com,3404456176,3893177248,Inactivo,3,288,False,156,18,False,288,22:00:34,00:00:34,En espera,2025-12-20,Observación ejemplo,Transferencia,131245.77,ABC943,Carro,True,True,288,25,True,False,288,True,2025-12-09,22:00:34,False,288,Recibo,Descripción ejemplo,2025-10-31 22:00:34.063408,288,18,360,Paquete ejemplo,2025-11-18 22:00:34.063410,2025-11-22 22:00:34.063410,288,Novedad ejemplo,2025-11-19 22:00:34.063414,Obs extra 1,Obs extra 2
289,Ana,Pérez,CE,1561510,ana.pérez@mail.com,3245752845,3313730295,Inactivo,1,289,True,408,10,True,289,22:00:34,00:00:34,Rechazada,2025-11-25,Observación ejemplo,Efectivo,113987.28,XYZ272,Moto,True,True,289,89,False,False,289,True,2025-12-14,22:00:34,False,289,Recibo,Descripción ejemplo,2025-11-05 22:00:34.063444,289,2,417,Paquete ejemplo,2025-11-16 22:00:34.063446,2025-11-17 22:00:34.063446,289,Novedad ejemplo,2025-11-08 22:00:34.063449,Obs extra 1,Obs extra 2
290,Luis,García,CC,5441127,luis.garcía@mail.com,3402527321,3331031711,Inactivo,3,290,True,393,14,False,290,22:00:34,00:00:34,Aprobada,2025-12-12,Observación ejemplo,Transferencia,76351.31,XYZ539,Moto,False,True,290,36,False,False,290,,2025-12-21,22:00:34,True,290,Recibo,Descripción ejemplo,2025-11-02 22:00:34.063480,290,18,258,Paquete ejemplo,2025-11-14 22:00:34.063482,2025-11-18 22:00:34.063482,290,Novedad ejemplo,2025-11-12 22:00:34.063485,Obs extra 1,Obs extra 2
291,Sofía,Gómez,CC,4748856,sofía.gómez@mail.com,3707306301,3537674163,Inactivo,2,291,True,388,11,False,291,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Efectivo,96771.8,DEF684,Moto,True,True,291,63,True,False,291,True,2025-12-16,22:00:34,True,291,Recibo,Descripción ejemplo,2025-11-14 22:00:34.063515,291,14,220,Paquete ejemplo,2025-11-14 22:00:34.063517,2025-11-17 22:00:34.063517,291,Novedad ejemplo,2025-11-15 22:00:34.063520,Obs extra 1,Obs extra 2
292,María,Pérez,TI,6274715,maría.pérez@mail.com,3332587359,3492475461,Inactivo,3,292,False,172,16,False,292,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Efectivo,229156.75,ABC434,Moto,True,False,292,71,True,False,292,False,2025-11-28,22:00:34,False,292,Recibo,Descripción ejemplo,2025-11-08 22:00:34.063668,292,6,298,Paquete ejemplo,2025-11-15 22:00:34.063761,2025-11-20 22:00:34.063761,292,Novedad ejemplo,2025-11-17 22:00:34.065837,Obs extra 1,Obs extra 2
